SortType,Threads,OuterOrOnlyMethod,InnerMethod,SortLength,SortThreshold,SortTime,Run
serial,1,Bitonic,std::sort,10,10,9.42e-07,1
serial,1,Bitonic,std::sort,20,20,2.585e-06,1
serial,1,Bitonic,std::sort,80,32,7.073e-06,1
serial,1,Bitonic,std::sort,20,10,2.895e-06,1
serial,1,Bitonic,std::sort,80,64,6.132e-06,1
serial,1,Bitonic,std::sort,90,20,8.095e-06,1
serial,1,Bitonic,std::sort,20,16,2.315e-06,1
serial,1,Bitonic,std::sort,90,30,8.366e-06,1
serial,1,Bitonic,std::sort,90,40,4.95e-06,1
serial,1,Bitonic,std::sort,90,50,4.889e-06,1
serial,1,Bitonic,std::sort,90,10,1.7413e-05,1
serial,1,Bitonic,std::sort,90,60,5.491e-06,1
serial,1,Bitonic,std::sort,90,70,3.386e-06,1
serial,1,Bitonic,std::sort,90,80,3.547e-06,1
serial,1,Bitonic,std::sort,90,64,2.114e-06,1
serial,1,Bitonic,std::sort,90,32,3.797e-06,1
serial,1,Bitonic,std::sort,90,16,8.887e-06,1
serial,1,Bitonic,std::sort,100,20,7.454e-06,1
serial,1,Bitonic,std::sort,100,40,1.7834e-05,1
serial,1,Bitonic,std::sort,100,50,3.327e-06,1
serial,1,Bitonic,std::sort,100,60,3.787e-06,1
serial,1,Bitonic,std::sort,100,70,2.274e-06,1
serial,1,Bitonic,std::sort,100,80,2.014e-06,1
serial,1,Bitonic,std::sort,100,10,3.9794e-05,1
serial,1,Bitonic,std::sort,100,90,1.923e-06,1
serial,1,Bitonic,std::sort,100,100,1.923e-06,1
serial,1,Bitonic,std::sort,30,10,3.737e-06,1
serial,1,Bitonic,std::sort,100,32,3.176e-06,1
serial,1,Bitonic,std::sort,100,64,5.861e-06,1
serial,1,Bitonic,std::sort,128,20,1.062e-05,1
serial,1,Bitonic,std::sort,100,30,6.0193e-05,1
serial,1,Bitonic,std::sort,128,30,7.584e-06,1
serial,1,Bitonic,std::sort,128,40,1.1221e-05,1
serial,1,Bitonic,std::sort,128,50,6.833e-06,1
serial,1,Bitonic,std::sort,128,60,6.513e-06,1
serial,1,Bitonic,std::sort,128,70,6.261e-06,1
serial,1,Bitonic,std::sort,128,90,3.667e-06,1
serial,1,Bitonic,std::sort,128,80,7.504e-06,1
serial,1,Bitonic,std::sort,128,100,3.156e-06,1
serial,1,Bitonic,std::sort,30,20,2.635e-06,1
serial,1,Bitonic,std::sort,64,50,0.000297398,1
serial,1,Bitonic,std::sort,90,90,0.000106089,1
serial,1,Bitonic,std::sort,128,32,6.172e-06,1
serial,1,Bitonic,std::sort,128,64,8.786e-06,1
serial,1,Bitonic,std::sort,128,16,1.3194e-05,1
serial,1,Bitonic,std::sort,16,16,1.333e-06,1
serial,1,Bitonic,std::sort,128,128,6.282e-06,1
serial,1,Bitonic,std::sort,100,16,7.2035e-05,1
serial,1,Bitonic,std::sort,200,60,1.2253e-05,1
serial,1,Bitonic,std::sort,200,30,1.6311e-05,1
serial,1,Bitonic,std::sort,200,10,2.4526e-05,1
serial,1,Bitonic,std::sort,200,70,1.2694e-05,1
serial,1,Bitonic,std::sort,200,50,1.9987e-05,1
serial,1,Bitonic,std::sort,200,80,7.665e-06,1
serial,1,Bitonic,std::sort,200,90,1.107e-05,1
serial,1,Bitonic,std::sort,200,200,8.366e-06,1
serial,1,Bitonic,std::sort,200,100,1.2203e-05,1
serial,1,Bitonic,std::sort,200,128,4.889e-06,1
serial,1,Bitonic,std::sort,200,64,7.303e-06,1
serial,1,Bitonic,std::sort,200,32,1.2965e-05,1
serial,1,Bitonic,std::sort,200,16,1.9266e-05,1
serial,1,Bitonic,std::sort,256,40,1.8064e-05,1
serial,1,Bitonic,std::sort,256,20,2.2953e-05,1
serial,1,Bitonic,std::sort,256,30,2.2753e-05,1
serial,1,Bitonic,std::sort,256,60,1.1442e-05,1
serial,1,Bitonic,std::sort,256,10,2.9655e-05,1
serial,1,Bitonic,std::sort,200,20,2.5007e-05,1
serial,1,Bitonic,std::sort,200,40,1.8274e-05,1
serial,1,Bitonic,std::sort,128,10,1.1141e-05,1
serial,1,Bitonic,std::sort,40,32,2.966e-06,1
serial,1,Bitonic,std::sort,256,50,2.3584e-05,1
serial,1,Bitonic,std::sort,64,32,5.25e-06,1
serial,1,Bitonic,std::sort,256,90,1.2333e-05,1
serial,1,Bitonic,std::sort,70,50,4.889e-06,1
serial,1,Bitonic,std::sort,64,60,4.398e-06,1
serial,1,Bitonic,std::sort,256,80,1.621e-05,1
serial,1,Bitonic,std::sort,256,100,1.597e-05,1
serial,1,Bitonic,std::sort,256,200,1.7363e-05,1
serial,1,Bitonic,std::sort,256,70,2.1661e-05,1
serial,1,Bitonic,std::sort,256,128,1.604e-05,1
serial,1,Bitonic,std::sort,256,32,2.6199e-05,1
serial,1,Bitonic,std::sort,256,256,1.5358e-05,1
serial,1,Bitonic,std::sort,256,16,2.9706e-05,1
serial,1,Bitonic,std::sort,256,64,2.5418e-05,1
serial,1,Bitonic,std::sort,300,80,2.2883e-05,1
serial,1,Bitonic,std::sort,300,20,3.4866e-05,1
serial,1,Bitonic,std::sort,300,30,3.4495e-05,1
serial,1,Bitonic,std::sort,300,200,1.8374e-05,1
serial,1,Bitonic,std::sort,300,300,1.8505e-05,1
serial,1,Bitonic,std::sort,300,70,2.9455e-05,1
serial,1,Bitonic,std::sort,300,90,2.2712e-05,1
serial,1,Bitonic,std::sort,300,60,3.3072e-05,1
serial,1,Bitonic,std::sort,300,100,2.3644e-05,1
serial,1,Bitonic,std::sort,300,256,1.1151e-05,1
serial,1,Bitonic,std::sort,64,64,2.845e-06,1
serial,1,Bitonic,std::sort,300,128,2.2001e-05,1
serial,1,Bitonic,std::sort,300,64,2.3744e-05,1
serial,1,Bitonic,std::sort,300,32,2.4656e-05,1
serial,1,Bitonic,std::sort,300,16,3.4364e-05,1
serial,1,Bitonic,std::sort,70,16,8.987e-06,1
serial,1,Bitonic,std::sort,400,20,4.7108e-05,1
serial,1,Bitonic,std::sort,400,30,5.2107e-05,1
serial,1,Bitonic,std::sort,400,10,5.6917e-05,1
serial,1,Bitonic,std::sort,400,70,3.725e-05,1
serial,1,Bitonic,std::sort,400,100,3.6629e-05,1
serial,1,Bitonic,std::sort,400,300,2.2883e-05,1
serial,1,Bitonic,std::sort,400,400,2.647e-05,1
serial,1,Bitonic,std::sort,400,64,2.4185e-05,1
serial,1,Bitonic,std::sort,16,10,1.303e-06,1
serial,1,Bitonic,std::sort,400,256,1.4708e-05,1
serial,1,Bitonic,std::sort,400,32,3.7831e-05,1
serial,1,Bitonic,std::sort,80,16,7.925e-06,1
serial,1,Bitonic,std::sort,400,128,2.7251e-05,1
serial,1,Bitonic,std::sort,70,70,4.889e-06,1
serial,1,Bitonic,std::sort,400,16,4.1388e-05,1
serial,1,Bitonic,std::sort,50,32,3.597e-06,1
serial,1,Bitonic,std::sort,64,10,6.793e-06,1
serial,1,Bitonic,std::sort,80,30,8.737e-06,1
serial,1,Bitonic,std::sort,30,16,2.495e-06,1
serial,1,Bitonic,std::sort,80,40,8.236e-06,1
serial,1,Bitonic,std::sort,500,80,4.8481e-05,1
serial,1,Bitonic,std::sort,60,32,4.107e-06,1
serial,1,Bitonic,std::sort,60,10,1.7833e-05,1
serial,1,Bitonic,std::sort,500,40,7.3809e-05,1
serial,1,Bitonic,std::sort,500,60,7.4079e-05,1
serial,1,Bitonic,std::sort,70,10,2.0599e-05,1
serial,1,Bitonic,std::sort,50,10,2.2282e-05,1
serial,1,Bitonic,std::sort,500,10,8.527e-05,1
serial,1,Bitonic,std::sort,500,30,8.56e-05,1
serial,1,Bitonic,std::sort,60,60,4.378e-06,1
serial,1,Bitonic,std::sort,40,20,2.385e-06,1
serial,1,Bitonic,std::sort,60,30,6.302e-06,1
serial,1,Bitonic,std::sort,500,500,4.5466e-05,1
serial,1,Bitonic,std::sort,70,30,5.199e-06,1
serial,1,Bitonic,std::sort,80,80,4.308e-06,1
serial,1,Bitonic,std::sort,500,128,3.5286e-05,1
serial,1,Bitonic,std::sort,80,70,4.919e-06,1
serial,1,Bitonic,std::sort,500,64,4.2189e-05,1
serial,1,Bitonic,std::sort,50,30,2.274e-06,1
serial,1,Bitonic,std::sort,64,30,4.278e-06,1
serial,1,Bitonic,std::sort,40,30,1.953e-06,1
serial,1,Bitonic,std::sort,70,32,5.14e-06,1
serial,1,Bitonic,std::sort,512,20,6.0854e-05,1
serial,1,Bitonic,std::sort,512,70,4.9113e-05,1
serial,1,Bitonic,std::sort,512,300,3.1329e-05,1
serial,1,Bitonic,std::sort,32,30,1.242e-06,1
serial,1,Bitonic,std::sort,50,50,3.286e-06,1
serial,1,Bitonic,std::sort,512,30,7.0171e-05,1
serial,1,Bitonic,std::sort,512,100,4.7629e-05,1
serial,1,Bitonic,std::sort,512,128,3.2992e-05,1
serial,1,Bitonic,std::sort,512,256,3.7721e-05,1
serial,1,Bitonic,std::sort,512,64,4.7469e-05,1
serial,1,Bitonic,std::sort,50,20,2.925e-06,1
serial,1,Bitonic,std::sort,32,32,1.102e-06,1
serial,1,Bitonic,std::sort,40,10,4.738e-06,1
serial,1,Bitonic,std::sort,80,10,9.608e-06,1
serial,1,Bitonic,std::sort,32,10,2.865e-06,1
serial,1,Bitonic,std::sort,600,30,7.6023e-05,1
serial,1,Bitonic,std::sort,600,20,9.059e-05,1
serial,1,Bitonic,std::sort,600,40,6.7737e-05,1
serial,1,Bitonic,std::sort,600,50,6.7277e-05,1
serial,1,Bitonic,std::sort,600,60,6.6454e-05,1
serial,1,Bitonic,std::sort,40,40,2.494e-06,1
serial,1,Bitonic,std::sort,600,300,4.3893e-05,1
serial,1,Bitonic,std::sort,40,16,3.516e-06,1
serial,1,Bitonic,std::sort,600,500,3.5376e-05,1
serial,1,Bitonic,std::sort,50,16,3.937e-06,1
serial,1,Bitonic,std::sort,600,400,4.253e-05,1
serial,1,Bitonic,std::sort,600,600,3.5788e-05,1
serial,1,Bitonic,std::sort,300,40,2.8253e-05,1
serial,1,Bitonic,std::sort,80,60,4.779e-06,1
serial,1,Bitonic,std::sort,300,10,3.183e-05,1
serial,1,Bitonic,std::sort,70,40,5.29e-06,1
serial,1,Bitonic,std::sort,300,50,2.8093e-05,1
serial,1,Bitonic,std::sort,70,64,3.727e-06,1
serial,1,Bitonic,std::sort,80,50,5.63e-06,1
serial,1,Bitonic,std::sort,30,30,2.194e-06,1
serial,1,Bitonic,std::sort,60,50,3.697e-06,1
serial,1,Bitonic,std::sort,400,60,4.0025e-05,1
serial,1,Bitonic,std::sort,400,80,3.7891e-05,1
serial,1,Bitonic,std::sort,400,40,4.4424e-05,1
serial,1,Bitonic,std::sort,400,90,3.76e-05,1
serial,1,Bitonic,std::sort,400,50,4.5215e-05,1
serial,1,Bitonic,std::sort,60,20,4.098e-06,1
serial,1,Bitonic,std::sort,600,256,4.4323e-05,1
serial,1,Bitonic,std::sort,600,16,7.6323e-05,1
serial,1,Bitonic,std::sort,32,20,1.152e-06,1
serial,1,Bitonic,std::sort,400,200,5.2769e-05,1
serial,1,Bitonic,std::sort,500,100,5.4522e-05,1
serial,1,Bitonic,std::sort,700,256,6.9491e-05,1
serial,1,Bitonic,std::sort,500,20,7.9409e-05,1
serial,1,Bitonic,std::sort,500,32,7.2967e-05,1
serial,1,Bitonic,std::sort,500,70,5.0314e-05,1
serial,1,Bitonic,std::sort,32,16,2.114e-06,1
serial,1,Bitonic,std::sort,500,90,5.0384e-05,1
serial,1,Bitonic,std::sort,700,50,6.4572e-05,1
serial,1,Bitonic,std::sort,512,10,7.3538e-05,1
serial,1,Bitonic,std::sort,700,300,5.9542e-05,1
serial,1,Bitonic,std::sort,600,64,5.7728e-05,1
serial,1,Bitonic,std::sort,700,500,4.6457e-05,1
serial,1,Bitonic,std::sort,500,16,7.3378e-05,1
serial,1,Bitonic,std::sort,500,300,3.3233e-05,1
serial,1,Bitonic,std::sort,700,70,8.0371e-05,1
serial,1,Bitonic,std::sort,500,400,3.1509e-05,1
serial,1,Bitonic,std::sort,512,40,6.0283e-05,1
serial,1,Bitonic,std::sort,700,32,9.061e-05,1
serial,1,Bitonic,std::sort,700,400,0.000229221,1
serial,1,Bitonic,std::sort,700,700,0.000226715,1
serial,1,Bitonic,std::sort,64,40,2.534e-06,1
serial,1,Bitonic,std::sort,64,20,5.33e-06,1
serial,1,Bitonic,std::sort,60,40,3.156e-06,1
serial,1,Bitonic,std::sort,512,400,3.5096e-05,1
serial,1,Bitonic,std::sort,512,512,3.2531e-05,1
serial,1,Bitonic,std::sort,512,60,0.000251582,1
serial,1,Bitonic,std::sort,512,80,5.1857e-05,1
serial,1,Bitonic,std::sort,700,512,5.4722e-05,1
serial,1,Bitonic,std::sort,500,200,4.0045e-05,1
serial,1,Bitonic,std::sort,800,500,5.5314e-05,1
serial,1,Bitonic,std::sort,800,800,5.3951e-05,1
serial,1,Bitonic,std::sort,800,700,5.4673e-05,1
serial,1,Bitonic,std::sort,800,600,5.6356e-05,1
serial,1,Bitonic,std::sort,800,300,6.5764e-05,1
serial,1,Bitonic,std::sort,800,400,6.8719e-05,1
serial,1,Bitonic,std::sort,800,70,7.2556e-05,1
serial,1,Bitonic,std::sort,800,512,5.4563e-05,1
serial,1,Bitonic,std::sort,800,60,9.4067e-05,1
serial,1,Bitonic,std::sort,800,80,9.3325e-05,1
serial,1,Bitonic,std::sort,800,90,9.3575e-05,1
serial,1,Bitonic,std::sort,600,10,9.3456e-05,1
serial,1,Bitonic,std::sort,800,40,0.00010622,1
serial,1,Bitonic,std::sort,800,32,0.000104356,1
serial,1,Bitonic,std::sort,800,30,0.000126517,1
serial,1,Bitonic,std::sort,800,20,0.000136136,1
serial,1,Bitonic,std::sort,900,300,5.9953e-05,1
serial,1,Bitonic,std::sort,800,10,0.000151003,1
serial,1,Bitonic,std::sort,900,600,6.0263e-05,1
serial,1,Bitonic,std::sort,900,500,6.2067e-05,1
serial,1,Bitonic,std::sort,900,700,6.2006e-05,1
serial,1,Bitonic,std::sort,900,400,7.6965e-05,1
serial,1,Bitonic,std::sort,900,800,5.9892e-05,1
serial,1,Bitonic,std::sort,900,900,6.0323e-05,1
serial,1,Bitonic,std::sort,900,60,0.000105347,1
serial,1,Bitonic,std::sort,900,70,0.000104416,1
serial,1,Bitonic,std::sort,900,30,0.000122019,1
serial,1,Bitonic,std::sort,900,80,0.000106159,1
serial,1,Bitonic,std::sort,900,90,0.000107251,1
serial,1,Bitonic,std::sort,50,40,2.134e-06,1
serial,1,Bitonic,std::sort,900,100,0.000103284,1
serial,1,Bitonic,std::sort,900,20,0.000133251,1
serial,1,Bitonic,std::sort,900,50,0.000120777,1
serial,1,Bitonic,std::sort,900,10,0.000145703,1
serial,1,Bitonic,std::sort,900,40,0.000139863,1
serial,1,Bitonic,std::sort,900,512,3.4665e-05,1
serial,1,Bitonic,std::sort,500,50,6.5663e-05,1
serial,1,Bitonic,std::sort,900,128,7.0893e-05,1
serial,1,Bitonic,std::sort,700,600,0.000427172,1
serial,1,Bitonic,std::sort,500,256,3.178e-05,1
serial,1,Bitonic,std::sort,900,256,8.9589e-05,1
serial,1,Bitonic,std::sort,900,16,0.000130855,1
serial,1,Bitonic,std::sort,1000,300,8.2294e-05,1
serial,1,Bitonic,std::sort,1000,400,8.1222e-05,1
serial,1,Bitonic,std::sort,1000,500,8.2124e-05,1
serial,1,Bitonic,std::sort,512,16,6.5914e-05,1
serial,1,Bitonic,std::sort,1000,1000,5.7168e-05,1
serial,1,Bitonic,std::sort,900,32,0.000141486,1
serial,1,Bitonic,std::sort,1000,700,8.0441e-05,1
serial,1,Bitonic,std::sort,1000,80,0.000116138,1
serial,1,Bitonic,std::sort,1000,900,8.0561e-05,1
serial,1,Bitonic,std::sort,1000,90,0.000115517,1
serial,1,Bitonic,std::sort,1000,100,0.000115877,1
serial,1,Bitonic,std::sort,1000,40,0.000132659,1
serial,1,Bitonic,std::sort,1000,50,0.00013322,1
serial,1,Bitonic,std::sort,1000,60,0.000133029,1
serial,1,Bitonic,std::sort,1000,256,5.4613e-05,1
serial,1,Bitonic,std::sort,1000,512,6.6795e-05,1
serial,1,Bitonic,std::sort,512,90,4.7279e-05,1
serial,1,Bitonic,std::sort,1000,128,0.000100078,1
serial,1,Bitonic,std::sort,512,500,3.1409e-05,1
serial,1,Bitonic,std::sort,1000,32,0.000134833,1
serial,1,Bitonic,std::sort,1024,300,8.56e-05,1
serial,1,Bitonic,std::sort,1024,30,0.000127109,1
serial,1,Bitonic,std::sort,512,32,6.1416e-05,1
serial,1,Bitonic,std::sort,1024,20,0.000141626,1
serial,1,Bitonic,std::sort,1024,90,0.000118973,1
serial,1,Bitonic,std::sort,1024,600,6.8298e-05,1
serial,1,Bitonic,std::sort,1024,700,6.921e-05,1
serial,1,Bitonic,std::sort,1024,60,0.0001331,1
serial,1,Bitonic,std::sort,1024,800,6.8839e-05,1
serial,1,Bitonic,std::sort,1024,10,0.000158968,1
serial,1,Bitonic,std::sort,1024,900,6.965e-05,1
serial,1,Bitonic,std::sort,1024,40,0.000156954,1
serial,1,Bitonic,std::sort,1024,70,0.000138991,1
serial,1,Bitonic,std::sort,700,30,9.1542e-05,1
serial,1,Bitonic,std::sort,1024,1000,6.7977e-05,1
serial,1,Bitonic,std::sort,60,16,4.118e-06,1
serial,1,Bitonic,std::sort,512,50,5.4422e-05,1
serial,1,Bitonic,std::sort,64,16,4.648e-06,1
serial,1,Bitonic,std::sort,80,20,6.052e-06,1
serial,1,Bitonic,std::sort,1024,1024,6.8198e-05,1
serial,1,Bitonic,std::sort,1024,128,9.104e-05,1
serial,1,Bitonic,std::sort,1024,512,8.4188e-05,1
serial,1,Bitonic,std::sort,1024,256,9.9677e-05,1
serial,1,Bitonic,std::sort,600,512,5.1928e-05,1
serial,1,Bitonic,std::sort,1024,16,0.000144731,1
serial,1,Bitonic,std::sort,600,200,6.5613e-05,1
serial,1,Bitonic,std::sort,600,80,7.8337e-05,1
serial,1,Bitonic,std::sort,1024,64,0.000140062,1
serial,1,Bitonic,std::sort,600,90,7.8728e-05,1
serial,1,Bitonic,std::sort,600,70,8.3767e-05,1
serial,1,Bitonic,std::sort,1024,32,0.000158066,1
serial,1,Bitonic,std::sort,600,128,7.6404e-05,1
serial,1,Bitonic,std::sort,700,100,8.4429e-05,1
serial,1,Bitonic,std::sort,700,60,9.8555e-05,1
serial,1,Bitonic,std::sort,700,200,9.3235e-05,1
serial,1,Bitonic,std::sort,800,256,6.5944e-05,1
serial,1,Bitonic,std::sort,700,90,0.000104406,1
serial,1,Bitonic,std::sort,700,20,0.00011726,1
serial,1,Bitonic,std::sort,600,100,0.000146656,1
serial,1,Bitonic,std::sort,1000,800,6.4972e-05,1
serial,1,Bitonic,std::sort,700,16,0.000119163,1
serial,1,Bitonic,std::sort,800,64,9.052e-05,1
serial,1,Bitonic,std::sort,800,200,7.7425e-05,1
serial,1,Bitonic,std::sort,1000,600,7.454e-05,1
serial,1,Bitonic,std::sort,1024,400,6.8088e-05,1
serial,1,Bitonic,std::sort,800,16,0.000114345,1
serial,1,Bitonic,std::sort,1024,500,8.0892e-05,1
serial,1,Bitonic,std::sort,900,64,0.000127029,1
serial,1,Bitonic,std::sort,512,200,0.000238197,1
serial,1,Bitonic,std::sort,1024,80,0.00011223,1
serial,1,Bitonic,std::sort,700,64,7.6544e-05,1
serial,1,Bitonic,std::sort,700,80,0.000196809,1
serial,1,Bitonic,std::sort,1000,30,0.000147016,1
serial,1,Bitonic,std::sort,1024,100,0.000119975,1
serial,1,Bitonic,std::sort,1000,20,0.000149921,1
serial,1,Bitonic,std::sort,1000,10,0.000161413,1
serial,1,Bitonic,std::sort,600,32,0.000217628,1
serial,1,Bitonic,std::sort,1024,50,0.000156413,1
serial,1,Bitonic,std::sort,900,200,9.0821e-05,1
serial,1,Bitonic,std::sort,2000,300,0.000228689,1
serial,1,Bitonic,std::sort,2000,700,0.000186911,1
serial,1,Bitonic,std::sort,2000,400,0.00022368,1
serial,1,Bitonic,std::sort,2000,500,0.000227868,1
serial,1,Bitonic,std::sort,2000,70,0.000288541,1
serial,1,Bitonic,std::sort,2000,200,0.000257193,1
serial,1,Bitonic,std::sort,2000,90,0.000295114,1
serial,1,Bitonic,std::sort,700,40,8.3606e-05,1
serial,1,Bitonic,std::sort,2000,80,0.000298981,1
serial,1,Bitonic,std::sort,2000,100,0.00029333,1
serial,1,Bitonic,std::sort,1000,200,9.581e-05,1
serial,1,Bitonic,std::sort,800,50,0.000285295,1
serial,1,Bitonic,std::sort,700,10,0.000312777,1
serial,1,Bitonic,std::sort,2000,600,0.000313879,1
serial,1,Bitonic,std::sort,800,100,9.074e-05,1
serial,1,Bitonic,std::sort,700,128,0.000341151,1
serial,1,Bitonic,std::sort,1000,16,0.000153318,1
serial,1,Bitonic,std::sort,800,128,7.8377e-05,1
serial,1,Bitonic,std::sort,1000,64,0.000157686,1
serial,1,Bitonic,std::sort,2048,2048,0.000151494,1
serial,1,Bitonic,std::sort,1000,70,0.000114866,1
serial,1,Bitonic,std::sort,2048,1024,0.000184837,1
serial,1,Bitonic,std::sort,2000,10,0.000360467,1
serial,1,Bitonic,std::sort,2048,512,0.000221245,1
serial,1,Bitonic,std::sort,2000,30,0.000331773,1
serial,1,Bitonic,std::sort,2000,20,0.000326683,1
serial,1,Bitonic,std::sort,2048,256,0.000248456,1
serial,1,Bitonic,std::sort,2000,50,0.000361519,1
serial,1,Bitonic,std::sort,1024,200,0.000102342,1
serial,1,Bitonic,std::sort,2000,900,0.000175179,1
serial,1,Bitonic,std::sort,2000,1000,0.000176913,1
serial,1,Bitonic,std::sort,2000,1024,0.000177173,1
serial,1,Bitonic,std::sort,2000,512,0.000179847,1
serial,1,Bitonic,std::sort,2048,700,0.000178184,1
serial,1,Bitonic,std::sort,2048,900,0.000177283,1
serial,1,Bitonic,std::sort,2000,256,0.000217529,1
serial,1,Bitonic,std::sort,2048,1000,0.000184306,1
serial,1,Bitonic,std::sort,2048,800,0.000189395,1
serial,1,Bitonic,std::sort,2048,300,0.000214923,1
serial,1,Bitonic,std::sort,2000,128,0.000251011,1
serial,1,Bitonic,std::sort,2000,60,0.000297769,1
serial,1,Bitonic,std::sort,2000,64,0.000275477,1
serial,1,Bitonic,std::sort,2048,200,0.000247064,1
serial,1,Bitonic,std::sort,2048,400,0.000243196,1
serial,1,Bitonic,std::sort,2048,70,0.000274766,1
serial,1,Bitonic,std::sort,2000,32,0.000297098,1
serial,1,Bitonic,std::sort,2048,80,0.000277601,1
serial,1,Bitonic,std::sort,2048,100,0.000277992,1
serial,1,Bitonic,std::sort,2048,90,0.000278663,1
serial,1,Bitonic,std::sort,2048,50,0.000314831,1
serial,1,Bitonic,std::sort,2048,40,0.000317125,1
serial,1,Bitonic,std::sort,2048,60,0.00032492,1
serial,1,Bitonic,std::sort,2048,30,0.000346741,1
serial,1,Bitonic,std::sort,2000,16,0.0003734,1
serial,1,Bitonic,std::sort,2000,40,0.000367971,1
serial,1,Bitonic,std::sort,2048,20,0.000375676,1
serial,1,Bitonic,std::sort,2048,10,0.000380304,1
serial,1,Bitonic,std::sort,2048,600,0.000189616,1
serial,1,Bitonic,std::sort,2048,16,0.000369062,1
serial,1,Bitonic,std::sort,2048,2000,0.000150873,1
serial,1,Bitonic,std::sort,3000,50,0.000488827,1
serial,1,Bitonic,std::sort,2048,32,0.000404991,1
serial,1,Bitonic,std::sort,2048,64,0.000313698,1
serial,1,Bitonic,std::sort,2048,500,0.000211397,1
serial,1,Bitonic,std::sort,2048,128,0.00027185,1
serial,1,Bitonic,std::sort,3000,100,0.000438373,1
serial,1,Bitonic,std::sort,3000,60,0.00047412,1
serial,1,Bitonic,std::sort,3000,30,0.000528261,1
serial,1,Bitonic,std::sort,3000,20,0.000554101,1
serial,1,Bitonic,std::sort,3000,10,0.000605977,1
serial,1,Bitonic,std::sort,70,60,2.956e-06,1
serial,1,Bitonic,std::sort,2000,2000,0.000144822,1
serial,1,Bitonic,std::sort,3000,900,0.000279815,1
serial,1,Bitonic,std::sort,3000,1000,0.000286057,1
serial,1,Bitonic,std::sort,3000,2048,0.000220904,1
serial,1,Bitonic,std::sort,3000,700,0.000319991,1
serial,1,Bitonic,std::sort,3000,1024,0.000284093,1
serial,1,Bitonic,std::sort,3000,800,0.000236103,1
serial,1,Bitonic,std::sort,3000,400,0.000342573,1
serial,1,Bitonic,std::sort,3000,300,0.000387858,1
serial,1,Bitonic,std::sort,3000,600,0.000331833,1
serial,1,Bitonic,std::sort,3000,500,0.000337955,1
serial,1,Bitonic,std::sort,3000,64,0.000480592,1
serial,1,Bitonic,std::sort,3000,70,0.000481073,1
serial,1,Bitonic,std::sort,3000,80,0.000482235,1
serial,1,Bitonic,std::sort,3000,200,0.000387066,1
serial,1,Bitonic,std::sort,3000,32,0.000526118,1
serial,1,Bitonic,std::sort,3000,90,0.000476314,1
serial,1,Bitonic,std::sort,4000,512,0.000468519,1
serial,1,Bitonic,std::sort,3000,40,0.000519976,1
serial,1,Bitonic,std::sort,4096,60,0.000709873,1
serial,1,Bitonic,std::sort,3000,2000,0.000230533,1
serial,1,Bitonic,std::sort,3000,512,0.000323738,1
serial,1,Bitonic,std::sort,3000,256,0.000339677,1
serial,1,Bitonic,std::sort,4000,3000,0.000310723,1
serial,1,Bitonic,std::sort,4000,4000,0.000313398,1
serial,1,Bitonic,std::sort,4000,2048,0.000314921,1
serial,1,Bitonic,std::sort,4096,3000,0.000321454,1
serial,1,Bitonic,std::sort,4000,2000,0.000375646,1
serial,1,Bitonic,std::sort,4000,700,0.000435949,1
serial,1,Bitonic,std::sort,4000,900,0.000454203,1
serial,1,Bitonic,std::sort,4000,800,0.0004582,1
serial,1,Bitonic,std::sort,4000,1000,0.000451607,1
serial,1,Bitonic,std::sort,4000,400,0.000416091,1
serial,1,Bitonic,std::sort,4096,70,0.000603082,1
serial,1,Bitonic,std::sort,4000,200,0.000581441,1
serial,1,Bitonic,std::sort,4096,500,0.000530596,1
serial,1,Bitonic,std::sort,4000,80,0.0005909,1
serial,1,Bitonic,std::sort,4000,128,0.000579548,1
serial,1,Bitonic,std::sort,4096,256,0.000582554,1
serial,1,Bitonic,std::sort,4000,70,0.000632206,1
serial,1,Bitonic,std::sort,4000,90,0.00063412,1
serial,1,Bitonic,std::sort,4000,100,0.000640171,1
serial,1,Bitonic,std::sort,4096,128,0.000646253,1
serial,1,Bitonic,std::sort,4096,4096,0.00032474,1
serial,1,Bitonic,std::sort,4096,512,0.000429466,1
serial,1,Bitonic,std::sort,4000,50,0.0006982,1
serial,1,Bitonic,std::sort,4000,40,0.000697178,1
serial,1,Bitonic,std::sort,4000,60,0.000698451,1
serial,1,Bitonic,std::sort,4096,2048,0.000388609,1
serial,1,Bitonic,std::sort,4096,90,0.00065033,1
serial,1,Bitonic,std::sort,4000,20,0.000719912,1
serial,1,Bitonic,std::sort,4096,1024,0.000463731,1
serial,1,Bitonic,std::sort,4000,32,0.000715153,1
serial,1,Bitonic,std::sort,4000,30,0.000762401,1
serial,1,Bitonic,std::sort,4000,10,0.00083622,1
serial,1,Bitonic,std::sort,5000,4000,0.000319149,1
serial,1,Bitonic,std::sort,5000,3000,0.00042066,1
serial,1,Bitonic,std::sort,5000,5000,0.000429767,1
serial,1,Bitonic,std::sort,5000,200,0.000598283,1
serial,1,Bitonic,std::sort,5000,100,0.000663416,1
serial,1,Bitonic,std::sort,5000,2000,0.000505228,1
serial,1,Bitonic,std::sort,5000,700,0.000580048,1
serial,1,Bitonic,std::sort,5000,800,0.000578506,1
serial,1,Bitonic,std::sort,5000,900,0.000586691,1
serial,1,Bitonic,std::sort,5000,4096,0.000404489,1
